trade_date,tradebook,trade_id,currency,price,quantity,notional
2026-02-13,FX,2057,USD,107.60,18,1936.80
2026-02-14,EQD,2058,USD,108.00,19,2052.00
2026-02-15,FICC,2059,EUR,109.10,20,2182.00
2026-02-16,FX,2060,USD,110.20,1,110.20
2026-02-17,EQD,2061,USD,111.30,2,222.60
2026-02-18,FICC,2062,EUR,112.40,3,337.20
2026-02-19,FX,2063,USD,113.50,4,454.00
2026-02-20,EQD,2064,USD,114.60,5,573.00
2026-02-21,FICC,2065,EUR,115.00,6,690.00
2026-02-22,FX,2066,USD,116.10,7,812.70
2026-02-23,EQD,2067,USD,117.20,8,937.60
2026-02-24,FICC,2068,EUR,118.30,9,1064.70
2026-02-25,FX,2069,USD,119.40,10,1194.00
2026-02-26,EQD,2070,USD,120.50,11,1325.50
2026-02-27,FICC,2071,EUR,121.60,12,1459.20
2026-02-28,FX,2072,USD,122.00,13,1586.00
2026-02-01,EQD,2073,USD,123.10,14,1723.40
2026-02-02,FICC,2074,EUR,124.20,15,1863.00
2026-02-03,FX,2075,USD,125.30,16,2004.80
2026-02-04,EQD,2076,USD,126.40,17,2148.80
2026-02-05,FICC,2077,EUR,127.50,18,2295.00
2026-02-06,FX,2078,USD,128.60,19,2443.40
2026-02-07,EQD,2079,USD,129.00,20,2580.00
2026-02-08,FICC,2080,EUR,130.10,1,130.10
2026-02-09,FX,2081,USD,131.20,2,262.40
2026-02-10,EQD,2082,USD,132.30,3,396.90
2026-02-11,FICC,2083,EUR,133.40,4,533.60
2026-02-12,FX,2084,USD,134.50,5,672.50
2026-02-13,EQD,2085,USD,135.60,6,813.60
2026-02-14,FICC,2086,EUR,136.00,7,952.00
2026-02-15,FX,2087,USD,137.10,8,1096.80
2026-02-16,EQD,2088,USD,138.20,9,1243.80
2026-02-17,FICC,2089,EUR,139.30,10,1393.00
2026-02-18,FX,2090,USD,140.40,11,1544.40
2026-02-19,EQD,2091,USD,141.50,12,1698.00
2026-02-20,FICC,2092,EUR,142.60,13,1853.80
2026-02-21,FX,2093,USD,143.00,14,2002.00
2026-02-22,EQD,2094,USD,144.10,15,2161.50
2026-02-23,FICC,2095,EUR,145.20,16,2323.20
2026-02-24,FX,2096,USD,146.30,17,2487.10
2026-02-25,EQD,2097,USD,147.40,18,2653.20
2026-02-26,FICC,2098,EUR,148.50,19,2821.50
2026-02-27,FX,2099,USD,149.60,20,2992.00
2026-02-28,EQD,2100,USD,100.00,1,100.00
2026-02-01,FICC,2101,EUR,101.10,2,202.20
2026-02-02,FX,2102,USD,102.20,3,306.60
2026-02-03,EQD,2103,USD,103.30,4,413.20
2026-02-04,FICC,2104,EUR,104.40,5,522.00
2026-02-05,FX,2105,USD,105.50,6,633.00
2026-02-06,EQD,2106,USD,106.60,7,746.20
2026-02-07,FICC,2107,EUR,107.00,8,856.00
2026-02-08,FX,2108,USD,108.10,9,972.90
2026-02-09,EQD,2109,USD,109.20,10,1092.00
2026-02-10,FICC,2110,EUR,110.30,11,1213.30
2026-02-11,FX,2111,USD,111.40,12,1336.80
2026-02-12,EQD,2112,USD,112.50,13,1462.50
2026-02-13,FICC,2113,EUR,113.60,14,1590.40
2026-02-14,FX,2114,USD,114.00,15,1710.00
2026-02-15,EQD,2115,USD,115.10,16,1841.60
2026-02-16,FICC,2116,EUR,116.20,17,1975.40
2026-02-17,FX,2117,USD,117.30,18,2111.40
2026-02-18,EQD,2118,USD,118.40,19,2249.60
2026-02-19,FICC,2119,EUR,119.50,20,2390.00
2026-02-20,FX,2120,USD,120.60,1,120.60
2026-02-21,EQD,2121,USD,121.00,2,242.00
2026-02-22,FICC,2122,EUR,122.10,3,366.30
2026-02-23,FX,2123,USD,123.20,4,492.80
2026-02-24,EQD,2124,USD,124.30,5,621.50
2026-02-25,FICC,2125,EUR,125.40,6,752.40
2026-02-26,FX,2126,USD,126.50,7,885.50
2026-02-27,EQD,2127,USD,127.60,8,1020.80
2026-02-28,FICC,2128,EUR,128.00,9,1152.00
2026-02-01,FX,2129,USD,129.10,10,1291.00
2026-02-02,EQD,2130,USD,130.20,11,1432.20
2026-02-03,FICC,2131,EUR,131.30,12,1575.60
2026-02-04,FX,2132,USD,132.40,13,1721.20
2026-02-05,EQD,2133,USD,133.50,14,1869.00
2026-02-06,FICC,2134,EUR,134.60,15,2019.00
2026-02-07,FX,2135,USD,135.00,16,2160.00
2026-02-08,EQD,2136,USD,136.10,17,2313.70
2026-02-09,FICC,2137,EUR,137.20,18,2469.60
2026-02-10,FX,2138,USD,138.30,19,2627.70
2026-02-11,EQD,2139,USD,139.40,20,2788.00
2026-02-12,FICC,2140,EUR,140.50,1,140.50
2026-02-13,FX,2141,USD,141.60,2,283.20
2026-02-14,EQD,2142,USD,142.00,3,426.00
2026-02-15,FICC,2143,EUR,143.10,4,572.40
2026-02-16,FX,2144,USD,144.20,5,721.00
2026-02-17,EQD,2145,USD,145.30,6,871.80
2026-02-18,FICC,2146,EUR,146.40,7,1024.80
2026-02-19,FX,2147,USD,147.50,8,1180.00
2026-02-20,EQD,2148,USD,148.60,9,1337.40
2026-02-21,FICC,2149,EUR,149.00,10,1490.00
2026-02-22,FX,2150,USD,100.10,11,1101.10
2026-02-23,EQD,2151,USD,101.20,12,1214.40
2026-02-24,FICC,2152,EUR,102.30,13,1329.90
2026-02-25,FX,2153,USD,103.40,14,1447.60
2026-02-26,EQD,2154,USD,104.50,15,1567.50
2026-02-27,FICC,2155,EUR,105.60,16,1689.60
2026-02-28,FX,2156,USD,106.00,17,1802.00
2026-02-01,EQD,2157,USD,107.10,18,1927.80
2026-02-02,FICC,2158,EUR,108.20,19,2055.80
2026-02-03,FX,2159,USD,109.30,20,2186.00
2026-02-04,EQD,2160,USD,110.40,1,110.40
2026-02-05,FICC,2161,EUR,111.50,2,223.00
2026-02-06,FX,2162,USD,112.60,3,337.80
2026-02-07,EQD,2163,USD,113.00,4,452.00
2026-02-08,FICC,2164,EUR,114.10,5,570.50
2026-02-09,FX,2165,USD,115.20,6,691.20
2026-02-10,EQD,2166,USD,116.30,7,814.10
2026-02-11,FICC,2167,EUR,117.40,8,939.20
2026-02-12,FX,2168,USD,118.50,9,1066.50
2026-02-13,EQD,2169,USD,119.60,10,1196.00
2026-02-14,FICC,2170,EUR,120.00,11,1320.00
2026-02-15,FX,2171,USD,121.10,12,1453.20
2026-02-16,EQD,2172,USD,122.20,13,1588.60
2026-02-17,FICC,2173,EUR,123.30,14,1726.20
2026-02-18,FX,2174,USD,124.40,15,1866.00
2026-02-19,EQD,2175,USD,125.50,16,2008.00
2026-02-20,FICC,2176,EUR,126.60,17,2152.20
2026-02-21,FX,2177,USD,127.00,18,2286.00
2026-02-22,EQD,2178,USD,128.10,19,2433.90
2026-02-23,FICC,2179,EUR,129.20,20,2584.00
2026-02-24,FX,2180,USD,130.30,1,130.30
2026-02-25,EQD,2181,USD,131.40,2,262.80
2026-02-26,FICC,2182,EUR,132.50,3,397.50
2026-02-27,FX,2183,USD,133.60,4,534.40
2026-02-28,EQD,2184,USD,134.00,5,670.00
2026-02-01,FICC,2185,EUR,135.10,6,810.60
2026-02-02,FX,2186,USD,136.20,7,953.40
2026-02-03,EQD,2187,USD,137.30,8,1098.40
2026-02-04,FICC,2188,EUR,138.40,9,1245.60
2026-02-05,FX,2189,USD,139.50,10,1395.00
2026-02-06,EQD,2190,USD,140.60,11,1546.60
2026-02-07,FICC,2191,EUR,141.00,12,1692.00
2026-02-08,FX,2192,USD,142.10,13,1847.30
2026-02-09,EQD,2193,USD,143.20,14,2004.80
2026-02-10,FICC,2194,EUR,144.30,15,2164.50
2026-02-11,FX,2195,USD,145.40,16,2326.40
2026-02-12,EQD,2196,USD,146.50,17,2490.50
2026-02-13,FICC,2197,EUR,147.60,18,2656.80
2026-02-14,FX,2198,USD,148.00,19,2812.00
2026-02-15,EQD,2199,USD,149.10,20,2982.00
2026-02-16,FICC,2200,EUR,100.20,1,100.20
2026-02-17,FX,2201,USD,101.30,2,202.60
2026-02-18,EQD,2202,USD,102.40,3,307.20
2026-02-19,FICC,2203,EUR,103.50,4,414.00
2026-02-20,FX,2204,USD,104.60,5,523.00
2026-02-21,EQD,2205,USD,105.00,6,630.00
2026-02-22,FICC,2206,EUR,106.10,7,742.70
2026-02-23,FX,2207,USD,107.20,8,857.60
2026-02-24,EQD,2208,USD,108.30,9,974.70
2026-02-25,FICC,2209,EUR,109.40,10,1094.00
2026-02-26,FX,2210,USD,110.50,11,1215.50
2026-02-27,EQD,2211,USD,111.60,12,1339.20
2026-02-28,FICC,2212,EUR,112.00,13,1456.00
2026-02-01,FX,2213,USD,113.10,14,1583.40
2026-02-02,EQD,2214,USD,114.20,15,1713.00
2026-02-03,FICC,2215,EUR,115.30,16,1844.80
2026-02-04,FX,2216,USD,116.40,17,1978.80
2026-02-05,EQD,2217,USD,117.50,18,2115.00
2026-02-06,FICC,2218,EUR,118.60,19,2253.40
2026-02-07,FX,2219,USD,119.00,20,2380.00
2026-02-08,EQD,2220,USD,120.10,1,120.10
2026-02-09,FICC,2221,EUR,121.20,2,242.40
2026-02-10,FX,2222,USD,122.30,3,366.90
2026-02-11,EQD,2223,USD,123.40,4,493.60
2026-02-12,FICC,2224,EUR,124.50,5,622.50
2026-02-13,FX,2225,USD,125.60,6,753.60
2026-02-14,EQD,2226,USD,126.00,7,882.00
2026-02-15,FICC,2227,EUR,127.10,8,1016.80
2026-02-16,FX,2228,USD,128.20,9,1153.80
2026-02-17,EQD,2229,USD,129.30,10,1293.00
2026-02-18,FICC,2230,EUR,130.40,11,1434.40
2026-02-19,FX,2231,USD,131.50,12,1578.00
2026-02-20,EQD,2232,USD,132.60,13,1723.80
2026-02-21,FICC,2233,EUR,133.00,14,1862.00
2026-02-22,FX,2234,USD,134.10,15,2011.50
2026-02-23,EQD,2235,USD,135.20,16,2163.20
2026-02-24,FICC,2236,EUR,136.30,17,2317.10
2026-02-25,FX,2237,USD,137.40,18,2473.20
2026-02-26,EQD,2238,USD,138.50,19,2631.50
2026-02-27,FICC,2239,EUR,139.60,20,2792.00
2026-02-28,FX,2240,USD,140.00,1,140.00
2026-02-01,EQD,2241,USD,141.10,2,282.20
2026-02-02,FICC,2242,EUR,142.20,3,426.60
2026-02-03,FX,2243,USD,143.30,4,573.20
2026-02-04,EQD,2244,USD,144.40,5,722.00
2026-02-05,FICC,2245,EUR,145.50,6,873.00
2026-02-06,FX,2246,USD,146.60,7,1026.20
2026-02-07,EQD,2247,USD,147.00,8,1176.00
2026-02-08,FICC,2248,EUR,148.10,9,1332.90
2026-02-09,FX,2249,USD,149.20,10,1492.00
2026-02-10,EQD,2250,USD,100.30,11,1103.30
2026-02-11,FICC,2251,EUR,101.40,12,1216.80
2026-02-12,FX,2252,USD,102.50,13,1332.50
2026-02-13,EQD,2253,USD,103.60,14,1450.40
2026-02-14,FICC,2254,EUR,104.00,15,1560.00
2026-02-15,FX,2255,USD,105.10,16,1681.60
2026-02-16,EQD,2256,USD,106.20,17,1805.40
2026-02-17,FICC,2257,EUR,107.30,18,1931.40
2026-02-18,FX,2258,USD,108.40,19,2059.60
2026-02-19,EQD,2259,USD,109.50,20,2190.00
2026-02-20,FICC,2260,EUR,110.60,1,110.60
2026-02-21,FX,2261,USD,111.00,2,222.00
2026-02-22,EQD,2262,USD,112.10,3,336.30
2026-02-23,FICC,2263,EUR,113.20,4,452.80
2026-02-24,FX,2264,USD,114.30,5,571.50
2026-02-25,EQD,2265,USD,115.40,6,692.40
2026-02-26,FICC,2266,EUR,116.50,7,815.50
2026-02-27,FX,2267,USD,117.60,8,940.80
2026-02-28,EQD,2268,USD,118.00,9,1062.00
2026-02-01,FICC,2269,EUR,119.10,10,1191.00
2026-02-02,FX,2270,USD,120.20,11,1322.20
2026-02-03,EQD,2271,USD,121.30,12,1455.60
2026-02-04,FICC,2272,EUR,122.40,13,1591.20
2026-02-05,FX,2273,USD,123.50,14,1729.00
2026-02-06,EQD,2274,USD,124.60,15,1869.00
2026-02-07,FICC,2275,EUR,125.00,16,2000.00
2026-02-08,FX,2276,USD,126.10,17,2143.70
2026-02-09,EQD,2277,USD,127.20,18,2289.60
2026-02-10,FICC,2278,EUR,128.30,19,2437.70
2026-02-11,FX,2279,USD,129.40,20,2588.00
2026-02-12,EQD,2280,USD,130.50,1,130.50
2026-02-13,FICC,2281,EUR,131.60,2,263.20
2026-02-14,FX,2282,USD,132.00,3,396.00
2026-02-15,EQD,2283,USD,133.10,4,532.40
2026-02-16,FICC,2284,EUR,134.20,5,671.00
2026-02-17,FX,2285,USD,135.30,6,811.80
2026-02-18,EQD,2286,USD,136.40,7,954.80
2026-02-19,FICC,2287,EUR,137.50,8,1100.00
2026-02-20,FX,2288,USD,138.60,9,1247.40
2026-02-21,EQD,2289,USD,139.00,10,1390.00
2026-02-22,FICC,2290,EUR,140.10,11,1541.10
2026-02-23,FX,2291,USD,141.20,12,1694.40
2026-02-24,EQD,2292,USD,142.30,13,1849.90
2026-02-25,FICC,2293,EUR,143.40,14,2007.60
2026-02-26,FX,2294,USD,144.50,15,2167.50
2026-02-27,EQD,2295,USD,145.60,16,2329.60
2026-02-28,FICC,2296,EUR,146.00,17,2482.00
2026-02-01,FX,2297,USD,147.10,18,2647.80
2026-02-02,EQD,2298,USD,148.20,19,2815.80
2026-02-03,FICC,2299,EUR,149.30,20,2986.00
2026-02-04,FX,2300,USD,100.40,1,100.40
2026-02-05,EQD,2301,USD,101.50,2,203.00
2026-02-06,FICC,2302,EUR,102.60,3,307.80
2026-02-07,FX,2303,USD,103.00,4,412.00
2026-02-08,EQD,2304,USD,104.10,5,520.50
2026-02-09,FICC,2305,EUR,105.20,6,631.20
2026-02-10,FX,2306,USD,106.30,7,744.10
2026-02-11,EQD,2307,USD,107.40,8,859.20
2026-02-12,FICC,2308,EUR,108.50,9,976.50
2026-02-13,FX,2309,USD,109.60,10,1096.00
2026-02-14,EQD,2310,USD,110.00,11,1210.00
2026-02-15,FICC,2311,EUR,111.10,12,1333.20
2026-02-16,FX,2312,USD,112.20,13,1458.60
2026-02-17,EQD,2313,USD,113.30,14,1586.20
2026-02-18,FICC,2314,EUR,114.40,15,1716.00
2026-02-19,FX,2315,USD,115.50,16,1848.00
2026-02-20,EQD,2316,USD,116.60,17,1982.20
2026-02-21,FICC,2317,EUR,117.00,18,2106.00
2026-02-22,FX,2318,USD,118.10,19,2243.90
2026-02-23,EQD,2319,USD,119.20,20,2384.00
2026-02-24,FICC,2320,EUR,120.30,1,120.30
2026-02-25,FX,2321,USD,121.40,2,242.80
2026-02-26,EQD,2322,USD,122.50,3,367.50
2026-02-27,FICC,2323,EUR,123.60,4,494.40
2026-02-28,FX,2324,USD,124.00,5,620.00
2026-02-01,EQD,2325,USD,125.10,6,750.60
2026-02-02,FICC,2326,EUR,126.20,7,883.40
2026-02-03,FX,2327,USD,127.30,8,1018.40
2026-02-04,EQD,2328,USD,128.40,9,1155.60
2026-02-05,FICC,2329,EUR,129.50,10,1295.00
2026-02-06,FX,2330,USD,130.60,11,1436.60
2026-02-07,EQD,2331,USD,131.00,12,1572.00
2026-02-08,FICC,2332,EUR,132.10,13,1717.30
2026-02-09,FX,2333,USD,133.20,14,1864.80
2026-02-10,EQD,2334,USD,134.30,15,2014.50
2026-02-11,FICC,2335,EUR,135.40,16,2166.40
2026-02-12,FX,2336,USD,136.50,17,2320.50
2026-02-13,EQD,2337,USD,137.60,18,2476.80
2026-02-14,FICC,2338,EUR,138.00,19,2622.00
2026-02-15,FX,2339,USD,139.10,20,2782.00
2026-02-16,EQD,2340,USD,140.20,1,140.20
2026-02-17,FICC,2341,EUR,141.30,2,282.60
2026-02-18,FX,2342,USD,142.40,3,427.20
2026-02-19,EQD,2343,USD,143.50,4,574.00
2026-02-20,FICC,2344,EUR,144.60,5,723.00
2026-02-21,FX,2345,USD,145.00,6,870.00
2026-02-22,EQD,2346,USD,146.10,7,1022.70
2026-02-23,FICC,2347,EUR,147.20,8,1177.60
2026-02-24,FX,2348,USD,148.30,9,1334.70
2026-02-25,EQD,2349,USD,149.40,10,1494.00
2026-02-26,FICC,2350,EUR,100.50,11,1105.50
2026-02-27,FX,2351,USD,101.60,12,1219.20
2026-02-28,EQD,2352,USD,102.00,13,1326.00
2026-02-01,FICC,2353,EUR,103.10,14,1443.40
2026-02-02,FX,2354,USD,104.20,15,1563.00
2026-02-03,EQD,2355,USD,105.30,16,1684.80
2026-02-04,FICC,2356,EUR,106.40,17,1808.80
2026-02-05,FX,2357,USD,107.50,18,1935.00
2026-02-06,EQD,2358,USD,108.60,19,2063.40
2026-02-07,FICC,2359,EUR,109.00,20,2180.00
2026-02-08,FX,2360,USD,110.10,1,110.10
2026-02-09,EQD,2361,USD,111.20,2,222.40
2026-02-10,FICC,2362,EUR,112.30,3,336.90
2026-02-11,FX,2363,USD,113.40,4,453.60
2026-02-12,EQD,2364,USD,114.50,5,572.50
2026-02-13,FICC,2365,EUR,115.60,6,693.60
2026-02-14,FX,2366,USD,116.00,7,812.00
2026-02-15,EQD,2367,USD,117.10,8,936.80
2026-02-16,FICC,2368,EUR,118.20,9,1063.80
2026-02-17,FX,2369,USD,119.30,10,1193.00
2026-02-18,EQD,2370,USD,120.40,11,1324.40
2026-02-19,FICC,2371,EUR,121.50,12,1458.00
2026-02-20,FX,2372,USD,122.60,13,1593.80
2026-02-21,EQD,2373,USD,123.00,14,1722.00
2026-02-22,FICC,2374,EUR,124.10,15,1861.50
2026-02-23,FX,2375,USD,125.20,16,2003.20
2026-02-24,EQD,2376,USD,126.30,17,2147.10
2026-02-25,FICC,2377,EUR,127.40,18,2293.20
2026-02-26,FX,2378,USD,128.50,19,2441.50
2026-02-27,EQD,2379,USD,129.60,20,2592.00
2026-02-28,FICC,2380,EUR,130.00,1,130.00
2026-02-01,FX,2381,USD,131.10,2,262.20
2026-02-02,EQD,2382,USD,132.20,3,396.60
2026-02-03,FICC,2383,EUR,133.30,4,533.20
2026-02-04,FX,2384,USD,134.40,5,672.00
2026-02-05,EQD,2385,USD,135.50,6,813.00
2026-02-06,FICC,2386,EUR,136.60,7,956.20
2026-02-07,FX,2387,USD,137.00,8,1096.00
2026-02-08,EQD,2388,USD,138.10,9,1242.90
2026-02-09,FICC,2389,EUR,139.20,10,1392.00
2026-02-10,FX,2390,USD,140.30,11,1543.30
2026-02-11,EQD,2391,USD,141.40,12,1696.80
2026-02-12,FICC,2392,EUR,142.50,13,1852.50
2026-02-13,FX,2393,USD,143.60,14,2010.40
2026-02-14,EQD,2394,USD,144.00,15,2160.00
2026-02-15,FICC,2395,EUR,145.10,16,2321.60
2026-02-16,FX,2396,USD,146.20,17,2485.40
2026-02-17,EQD,2397,USD,147.30,18,2651.40
2026-02-18,FICC,2398,EUR,148.40,19,2819.60
2026-02-19,FX,2399,USD,149.50,20,2990.00
2026-02-20,EQD,2400,USD,100.60,1,100.60
2026-02-21,FICC,2401,EUR,101.00,2,202.00
2026-02-22,FX,2402,USD,102.10,3,306.30
2026-02-23,EQD,2403,USD,103.20,4,412.80
2026-02-24,FICC,2404,EUR,104.30,5,521.50
2026-02-25,FX,2405,USD,105.40,6,632.40
2026-02-26,EQD,2406,USD,106.50,7,745.50
2026-02-27,FICC,2407,EUR,107.60,8,860.80
2026-02-28,FX,2408,USD,108.00,9,972.00
2026-02-01,EQD,2409,USD,109.10,10,1091.00
2026-02-02,FICC,2410,EUR,110.20,11,1212.20
2026-02-03,FX,2411,USD,111.30,12,1335.60
2026-02-04,EQD,2412,USD,112.40,13,1461.20
2026-02-05,FICC,2413,EUR,113.50,14,1589.00
2026-02-06,FX,2414,USD,114.60,15,1719.00
2026-02-07,EQD,2415,USD,115.00,16,1840.00
2026-02-08,FICC,2416,EUR,116.10,17,1973.70
2026-02-09,FX,2417,USD,117.20,18,2109.60
2026-02-10,EQD,2418,USD,118.30,19,2247.70
2026-02-11,FICC,2419,EUR,119.40,20,2388.00
2026-02-12,FX,2420,USD,120.50,1,120.50
2026-02-13,EQD,2421,USD,121.60,2,243.20
2026-02-14,FICC,2422,EUR,122.00,3,366.00
2026-02-15,FX,2423,USD,123.10,4,492.40
2026-02-16,EQD,2424,USD,124.20,5,621.00
2026-02-17,FICC,2425,EUR,125.30,6,751.80
2026-02-18,FX,2426,USD,126.40,7,884.80
2026-02-19,EQD,2427,USD,127.50,8,1020.00
2026-02-20,FICC,2428,EUR,128.60,9,1157.40
2026-02-21,FX,2429,USD,129.00,10,1290.00
2026-02-22,EQD,2430,USD,130.10,11,1431.10
2026-02-23,FICC,2431,EUR,131.20,12,1574.40
2026-02-24,FX,2432,USD,132.30,13,1719.90
2026-02-25,EQD,2433,USD,133.40,14,1867.60
2026-02-26,FICC,2434,EUR,134.50,15,2017.50
2026-02-27,FX,2435,USD,135.60,16,2169.60
2026-02-28,EQD,2436,USD,136.00,17,2312.00
2026-02-01,FICC,2437,EUR,137.10,18,2467.80
2026-02-02,FX,2438,USD,138.20,19,2625.80
2026-02-03,EQD,2439,USD,139.30,20,2786.00
2026-02-04,FICC,2440,EUR,140.40,1,140.40
2026-02-05,FX,2441,USD,141.50,2,283.00
2026-02-06,EQD,2442,USD,142.60,3,427.80
2026-02-07,FICC,2443,EUR,143.00,4,572.00
2026-02-08,FX,2444,USD,144.10,5,720.50
2026-02-09,EQD,2445,USD,145.20,6,871.20
2026-02-10,FICC,2446,EUR,146.30,7,1024.10
2026-02-11,FX,2447,USD,147.40,8,1179.20
2026-02-12,EQD,2448,USD,148.50,9,1336.50
2026-02-13,FICC,2449,EUR,149.60,10,1496.00
2026-02-14,FX,2450,USD,100.00,11,1100.00
2026-02-15,EQD,2451,USD,101.10,12,1213.20
2026-02-16,FICC,2452,EUR,102.20,13,1328.60
2026-02-17,FX,2453,USD,103.30,14,1446.20
2026-02-18,EQD,2454,USD,104.40,15,1566.00
2026-02-19,FICC,2455,EUR,105.50,16,1688.00
2026-02-20,FX,2456,USD,106.60,17,1812.20
2026-02-21,EQD,2457,USD,107.00,18,1926.00
2026-02-22,FICC,2458,EUR,108.10,19,2053.90
2026-02-23,FX,2459,USD,109.20,20,2184.00
2026-02-24,EQD,2460,USD,110.30,1,110.30
2026-02-25,FICC,2461,EUR,111.40,2,222.80
2026-02-26,FX,2462,USD,112.50,3,337.50
2026-02-27,EQD,2463,USD,113.60,4,454.40
2026-02-28,FICC,2464,EUR,114.00,5,570.00
2026-02-01,FX,2465,USD,115.10,6,690.60
2026-02-02,EQD,2466,USD,116.20,7,813.40
2026-02-03,FICC,2467,EUR,117.30,8,938.40
2026-02-04,FX,2468,USD,118.40,9,1065.60
2026-02-05,EQD,2469,USD,119.50,10,1195.00
2026-02-06,FICC,2470,EUR,120.60,11,1326.60
2026-02-07,FX,2471,USD,121.00,12,1452.00
2026-02-08,EQD,2472,USD,122.10,13,1587.30
2026-02-09,FICC,2473,EUR,123.20,14,1724.80
2026-02-10,FX,2474,USD,124.30,15,1864.50
2026-02-11,EQD,2475,USD,125.40,16,2006.40
2026-02-12,FICC,2476,EUR,126.50,17,2150.50
2026-02-13,FX,2477,USD,127.60,18,2296.80
2026-02-14,EQD,2478,USD,128.00,19,2432.00
2026-02-15,FICC,2479,EUR,129.10,20,2582.00
2026-02-16,FX,2480,USD,130.20,1,130.20
2026-02-17,EQD,2481,USD,131.30,2,262.60
2026-02-18,FICC,2482,EUR,132.40,3,397.20
2026-02-19,FX,2483,USD,133.50,4,534.00
2026-02-20,EQD,2484,USD,134.60,5,673.00
2026-02-21,FICC,2485,EUR,135.00,6,810.00
2026-02-22,FX,2486,USD,136.10,7,952.70
2026-02-23,EQD,2487,USD,137.20,8,1097.60
2026-02-24,FICC,2488,EUR,138.30,9,1244.70
2026-02-25,FX,2489,USD,139.40,10,1394.00
2026-02-26,EQD,2490,USD,140.50,11,1545.50
2026-02-27,FICC,2491,EUR,141.60,12,1699.20
2026-02-28,FX,2492,USD,142.00,13,1846.00
2026-02-01,EQD,2493,USD,143.10,14,2003.40
2026-02-02,FICC,2494,EUR,144.20,15,2163.00
2026-02-03,FX,2495,USD,145.30,16,2324.80
2026-02-04,EQD,2496,USD,146.40,17,2488.80
2026-02-05,FICC,2497,EUR,147.50,18,2655.00
2026-02-06,FX,2498,USD,148.60,19,2823.40
2026-02-07,EQD,2499,USD,149.00,20,2980.00
2026-02-08,FICC,2500,EUR,100.10,1,100.10
